803 196
1179 86
431 572
252	623
345	432
465	435
1006	45
468	252
920	286
345	866
1249	41
205	617
407	503
1010	246
560	426
748	483
749	30
1205	75
1183	65
1144	123
93	436
1130	127
470	624
1235	63
761	430
1298	1
953	178
584	453
15	28
60	104
653	470
642	603
1290	7
1259	26
1088	124
549	666
687	599
29	11
699	335
1148	120
982	198
288	489
411	226
705	75
1132	53
73	688
396	637
912	177
667	160
311	906
427	353
150	278
1034	188
796	462
514	106
120	543
206	776
546	725
643	282
656	226
1156	4
1220	22
1111	66
1206	61
1037	30
80	139
169	800
347	355
1139	88
656	303
460	150
550	554
48	494
689	217
996	13
1128	140
897	347
777	182
1034	59
137	80
592	673
840	383
861	75
421	218
1075	68
1097	92
817	110
1125	16
1130	37
1242	30
421	312
456	746
465	775
1161	97
1202	22
258	615
343	610
1130	113
194	181
760	369
1162	115
1143	32
755	418
501	706
500	237
548	6
651	489
1065	102
783	364
579	345
483	365
831	116
601	677
1181	2
82	344
611	551
1077	97
950	82
672	524
342	300
273	623
1280	12
1187	12
224	959
1155	3
81	908
1135	16
1032	262
259	227
587	663
159	614
485	733
201	442
639	412
801	37
577	270
1223	42
549	82
380	440
490	556
488	43
978	50
1142	4
1175	2
421	454
525	181
113	45
282	683
712	141
914	295
110	98
92	255
26	269
161	112
1061	151
382	597
676	146
230	836
1098	48
1096	119
675	403
809	417
1239	20
1251	8
1268	12
807	26
811	9
823	18
1014	233
287	84
909	211
927	139
74	66
1071	181
845	63
909	356
763	509
205	237
350	76
1128	162
1036	223
1118	67
551	479
829	269
1161	131
589	686
485	65
716	351
287	209
446	423
72	235
536	112
660	229
822	156
39	640
980	186
10	460
1224	68
263	566
977	62
644	461
1192	32
1150	51
255	844
1143	83
953	89
845	28
657	344
318	324
1205	35
661	187
889	314
829	416
730	551
1134	148
722	256
1012	106
903	218
43	838
1103	170
198	9
212	44
57	678
1103	188
1152	107
950	269
144	856
23	425
584	142
783	401
740	26
143	430
775	117
584	261
660	349
713	383
155	123
668	81
473	432
912	102
689	475
1042	40
1113	90
1280	6
1157	25
713	353
730	31
481	23
1083	91
782	127
997	268
608	462
546	364
394	412
361	141
1228	1
971	173
348	648
515	465
325	43
1088	201
810	29
963	22
880	117
814	139
1229	33
1228	10
444	809
708	261
1212	29
1041	182
435	771
901	37
178	853
155	565
1287	7
972	231
629	419
69	154
186	201
464	769
1100	65
368	851
279	915
817	131
538	561
14	573
1092	143
430	422
672	318
397	662
865	314
701	348
830	240
240	422
1044	24
319	624
301	313
1219	77
1173	87
940	41
335	198
1226	15
504	66
767	33
1039	90
515	410
158	140
1144	130
205	93
925	312
234	887
459	616
31	22
1010	132
609	219
1287	12
515	714
648	105
79	407
948	194
1107	52
397	769
416	870
1073	189
334	807
1270	13
1098	154
1051	37
1122	130
1130	52
1117	73
502	237
432	585
338	444
678	105
907	219
635	651
830	149
74	766
574	65
115	893
1105	159
1288	1
173	528
956	219
150	870
187	591
394	823
59	693
944	337
332	461
140	641
964	244
963	4
51	55
610	69
181	415
151	788
653	470
656	292
431	173
837	219
1255	35
1065	74
1017	280
777	283
371	578
502	13
50	60
572	413
157	10
647	37
809	63
754	127
12	591
590	572
1255	3
1277	4
1098	124
560	45
595	123
736	529
526	161
365	654
387	673
1166	97
182	643
1123	44
202	497
943	170
1195	22
245	656
773	443
1271	21
300	784
1126	162
717	24
215	616
399	631
65	912
1099	101
335	162
903	136
1125	107
163	205
470	69
351	10
1189	52
1266	7
986	249
734	454
108	262
1250	4
1158	122
888	359
85	552
622	221
1236	10
434	841
74	23
661	275
538	623
1187	76
448	396
978	93
1167	102
18	710
935	47
725	449
1096	203
947	173
458	196
1210	12
891	292
1192	100
1171	25
459	609
1161	136
237	138
660	47
1272	1
1177	45
925	175
1039	207
1262	10
721	206
161	227
979	212
1085	105
707	282
1126	33
14	203
968	29
91	288
506	336
1141	131
1076	191
1172	91
722	383
1245	44
878	277
850	247
13	58
814	411
129	551
1126	126
1156	12
124	776
220	356
607	580
1181	25
699	66
589	676
793	232
195	788
1169	71
346	67
199	880
327	871
288	19
856	120
887	198
60	808
283	258
145	297
498	53
561	673
376	839
829	427
118	308
1132	143
693	206
1282	17
392	599
220	55
1249	10
986	280
1171	98
775	429
926	103
144	20
440	546
